PlanName,fy,ActLiabilities_GASB,InvestmentReturnAssumption_GASB,InvestmentReturn_1yr
"Arizona Public Safety",2014,12233017.000,0.07850,0.13280
"Arizona Public Safety",2015,12685800.000,0.07850,0.03680
"Arizona Public Safety",2016,14248710.000,0.07500,0.00630
"Arizona Public Safety",2017,15578700.000,0.07150,0.11850
"Arizona Public Safety",2018,16278788.000,0.07400,0.07070
"Arizona Public Safety",2019,17409058.000,0.07300,0.05450
"Arizona Public Safety",2020,18561526.000,0.07300,0.00900
"Arkansas Teachers",2001,8561000.000,0.08000,-0.02900
"Arkansas Teachers",2002,9062000.000,0.08000,-0.06200
"Arkansas Teachers",2003,9445000.000,0.08000,0.02000
"Arkansas Teachers",2004,10050000.000,0.08000,0.17700
"Arkansas Teachers",2005,10973000.000,0.08000,0.09400
"Arkansas Teachers",2006,11623000.000,0.08000,0.12400
"Arkansas Teachers",2007,12329000.000,0.08000,0.19100
"Arkansas Teachers",2008,13334000.000,0.08000,-0.03700
"Arkansas Teachers",2009,14019000.000,0.08000,-0.18000
"Arkansas Teachers",2010,14697000.000,0.08000,0.13500
"Arkansas Teachers",2011,15521000.000,0.08000,0.22300
"Arkansas Teachers",2012,16139000.000,0.08000,-0.00900
"Arkansas Teachers",2013,16718000.000,0.08000,0.14300
"Arkansas Teachers",2014,17310000.000,0.08000,0.19000
"Arkansas Teachers",2015,18136000.000,0.08000,0.05200
"Arkansas Teachers",2016,18812000.000,0.08000,-0.00500
"Arkansas Teachers",2017,20298442.000,0.07500,0.16100
"Arkansas Teachers",2018,20935000.000,0.07500,0.11600
"Arkansas Teachers",2019,21709000.000,0.07500,0.05300
"Arkansas Teachers",2020,22352000.000,0.07500,-0.01400
"California Teachers",2001,109881000.000,0.08000,-0.09120
"California Teachers",2002,120829000.000,0.08000,-0.05950
"California Teachers",2003,131777000.000,0.08000,0.03410
"California Teachers",2004,138254000.000,0.08000,0.17380
"California Teachers",2005,142192992.000,0.08000,0.11090
"California Teachers",2006,150872000.000,0.08000,0.13210
"California Teachers",2007,167128992.000,0.08000,0.21030
"California Teachers",2008,177734000.000,0.08000,-0.03690
"California Teachers",2009,185683008.000,0.08000,-0.25030
"California Teachers",2010,196315008.000,0.07750,0.12200
"California Teachers",2011,207770000.000,0.07500,0.23100
"California Teachers",2012,214764992.000,0.07500,0.01840
"California Teachers",2013,222280992.000,0.07500,0.13800
"California Teachers",2014,231212992.000,0.07500,0.18660
"California Teachers",2015,241752992.000,0.07500,0.04770
"California Teachers",2016,266704000.000,0.07500,0.01350
"California Teachers",2017,286950016.000,0.07500,0.13440
"California Teachers",2018,297603008.000,0.07000,0.08990
"California Teachers",2019,310719008.000,0.07000,0.06820
"California Teachers",2020,322127008.000,0.07000,0.03880
"Colorado Municipal",2001,1746761.000,0.08750,-0.07700
"Colorado Municipal",2002,1966143.000,0.08750,-0.11790
"Colorado Municipal",2003,2379229.000,0.08500,0.24060
"Colorado Municipal",2004,2576988.000,0.08500,0.14100
"Colorado Municipal",2005,3022624.000,0.08500,0.09800
"Colorado Municipal",2006,3288421.000,0.08500,0.15700
"Colorado Municipal",2007,3563199.000,0.08500,0.10000
"Colorado Municipal",2008,3838083.000,0.08500,-0.26000
"Colorado Municipal",2009,3850821.000,0.08000,0.17400
"Colorado Municipal",2010,4005566.000,0.08000,0.14000
"Colorado Municipal",2011,4160015.000,0.08000,0.01900
"Colorado Municipal",2012,4157621.000,0.08000,0.12900
"Colorado Municipal",2013,4502282.000,0.07500,0.15600
"Colorado Municipal",2014,4610967.000,0.07500,0.05700
"Colorado Municipal",2015,4780698.000,0.07500,0.01500
"Colorado Municipal",2016,5213052.000,0.07250,0.07300
"Colorado Municipal",2017,5045932.000,0.07250,0.18100
"Colorado Municipal",2018,5240885.000,0.07250,-0.03500
"Colorado Municipal",2019,5326433.500,0.07250,0.20300
"Colorado Municipal",2020,5658903.000,0.07250,0.17400
"Colorado School",2001,,,-0.07700
"Colorado School",2002,,,-0.11790
"Colorado School",2003,,,0.24060
"Colorado School",2004,,,0.14100
"Colorado School",2005,25963972.000,0.08500,0.09800
"Colorado School",2006,27708682.000,0.08500,0.15700
"Colorado School",2007,29241428.000,0.08500,0.10000
"Colorado School",2008,31000202.000,0.08500,-0.26000
"Colorado School",2009,30412816.000,0.08000,0.17400
"Colorado School",2010,31339754.000,0.08000,0.14000
"Colorado School",2011,31986200.000,0.08000,0.01900
"Colorado School",2012,32619032.000,0.08000,0.12900
"Colorado School",2013,35437312.000,0.07500,0.15600
"Colorado School",2014,36386532.000,0.07500,0.05700
"Colorado School",2015,37677152.000,0.07500,0.01500
"Colorado School",2016,41352968.000,0.07250,0.07300
"Colorado School",2017,40046216.000,0.07250,0.18100
"Colorado School",2018,41598400.000,0.07250,-0.03500
"Colorado School",2019,42425060.000,0.07250,0.20300
"Colorado School",2020,45532076.000,0.07250,0.17400
"Connecticut Teachers",2001,,,-0.03680
"Connecticut Teachers",2002,13679900.000,0.08500,-0.06390
"Connecticut Teachers",2003,14375200.000,0.08500,0.02490
"Connecticut Teachers",2004,15070500.000,0.08500,0.15340
"Connecticut Teachers",2005,16091650.000,0.08500,0.10490
"Connecticut Teachers",2006,17112800.000,0.08500,0.10740
"Connecticut Teachers",2007,19456900.000,0.08500,0.17470
"Connecticut Teachers",2008,21801000.000,0.08500,-0.04770
"Connecticut Teachers",2009,22648450.000,0.08500,-0.17140
"Connecticut Teachers",2010,23495900.000,0.08500,0.12870
"Connecticut Teachers",2011,24179050.000,0.08500,0.20770
"Connecticut Teachers",2012,24862200.000,0.08500,-0.00960
"Connecticut Teachers",2013,25605700.000,0.08500,0.11830
"Connecticut Teachers",2014,26349200.000,0.08500,0.15670
"Connecticut Teachers",2015,28094550.000,0.08500,0.02790
"Connecticut Teachers",2016,29839900.000,0.08500,0.00250
"Connecticut Teachers",2017,30475400.000,0.08500,0.14380
"Connecticut Teachers",2018,31110900.000,0.08000,0.07040
"Connecticut Teachers",2019,34119448.000,0.08000,0.05850
"Connecticut Teachers",2020,37128000.000,0.06900,0.01850
"Delaware State Employees",2001,4232244.000,0.08500,-0.05100
"Delaware State Employees",2002,4521732.000,0.08500,-0.06300
"Delaware State Employees",2003,4794944.000,0.08000,0.03100
"Delaware State Employees",2004,5229927.000,0.08000,0.15900
"Delaware State Employees",2005,5572719.000,0.08000,0.09600
"Delaware State Employees",2006,5901072.000,0.08000,0.12400
"Delaware State Employees",2007,6208025.000,0.08000,0.15900
"Delaware State Employees",2008,6549856.000,0.08000,-0.01300
"Delaware State Employees",2009,6827006.000,0.08000,-0.15800
"Delaware State Employees",2010,7096326.000,0.08000,0.14100
"Delaware State Employees",2011,7547951.000,0.07500,0.24300
"Delaware State Employees",2012,7949855.000,0.07500,0.02000
"Delaware State Employees",2013,8257270.000,0.07500,0.11100
"Delaware State Employees",2014,8740071.000,0.07200,0.17500
"Delaware State Employees",2015,9051034.000,0.07200,0.03900
"Delaware State Employees",2016,9504792.000,0.07200,-0.01300
"Delaware State Employees",2017,10044583.000,0.07000,0.11300
"Delaware State Employees",2018,10413117.000,0.07000,0.10600
"Delaware State Employees",2019,10772258.000,0.07000,0.05000
"Delaware State Employees",2020,11137982.000,0.07000,0.10000
"Georgia ERS",2001,11557255.000,0.07000,-0.06019
"Georgia ERS",2002,11994850.000,0.07000,-0.04000
"Georgia ERS",2003,12370563.000,0.07250,0.04500
"Georgia ERS",2004,13106648.000,0.07500,0.09800
"Georgia ERS",2005,13512773.000,0.07500,0.07800
"Georgia ERS",2006,14242845.000,0.07500,0.06200
"Georgia ERS",2007,14885179.000,0.07500,0.14700
"Georgia ERS",2008,15680857.000,0.07500,-0.03500
"Georgia ERS",2009,15878022.000,0.07500,-0.13000
"Georgia ERS",2010,16295352.000,0.07500,0.10990
"Georgia ERS",2011,16656905.000,0.07500,0.21290
"Georgia ERS",2012,16777922.000,0.07500,0.02190
"Georgia ERS",2013,16982448.000,0.07500,0.13330
"Georgia ERS",2014,16991964.000,0.07500,0.17290
"Georgia ERS",2015,17099528.000,0.07500,0.03740
"Georgia ERS",2016,17199688.000,0.07500,0.01400
"Georgia ERS",2017,17514898.000,0.07400,0.12400
"Georgia ERS",2018,17812440.000,0.07300,0.09200
"Georgia ERS",2019,17829220.000,0.07300,0.06900
"Georgia ERS",2020,18375796.000,0.07300,0.05480
"Georgia Teachers",2001,37153420.000,0.07250,-0.05080
"Georgia Teachers",2002,39706524.000,0.07250,-0.04000
"Georgia Teachers",2003,41905676.000,0.07500,0.04600
"Georgia Teachers",2004,44230032.000,0.07500,0.09900
"Georgia Teachers",2005,47811216.000,0.07500,0.07900
"Georgia Teachers",2006,51059680.000,0.07500,0.06000
"Georgia Teachers",2007,54996568.000,0.07500,0.14600
"Georgia Teachers",2008,59133776.000,0.07500,-0.03400
"Georgia Teachers",2009,59450116.000,0.07500,-0.13060
"Georgia Teachers",2010,63592036.000,0.07500,0.11090
"Georgia Teachers",2011,65978640.000,0.07500,0.21270
"Georgia Teachers",2012,68348680.000,0.07500,0.02160
"Georgia Teachers",2013,72220864.000,0.07500,0.13280
"Georgia Teachers",2014,75772120.000,0.07500,0.17170
"Georgia Teachers",2015,82791008.000,0.07500,0.03700
"Georgia Teachers",2016,91721776.000,0.07500,0.01400
"Georgia Teachers",2017,95981032.000,0.07500,0.12500
"Georgia Teachers",2018,96905256.000,0.07250,0.08900
"Georgia Teachers",2019,101839400.000,0.07250,0.06800
"Georgia Teachers",2020,107188776.000,0.07250,0.05420
"Illinois Municipal",2001,15318518.000,0.07500,-0.06080
"Illinois Municipal",2002,16559907.000,0.07500,-0.08720
"Illinois Municipal",2003,17966104.000,0.07500,0.22560
"Illinois Municipal",2004,19424668.000,0.07500,0.12380
"Illinois Municipal",2005,20815060.000,0.07500,0.08490
"Illinois Municipal",2006,22488186.000,0.07500,0.13600
"Illinois Municipal",2007,24221544.000,0.07500,0.08280
"Illinois Municipal",2008,25611200.000,0.07500,-0.24970
"Illinois Municipal",2009,27345114.000,0.07500,0.24280
"Illinois Municipal",2010,29129228.000,0.07500,0.13360
"Illinois Municipal",2011,30962816.000,0.07500,-0.00500
"Illinois Municipal",2012,32603244.000,0.07500,0.13510
"Illinois Municipal",2013,34356576.000,0.07500,0.19990
"Illinois Municipal",2014,37465148.000,0.07500,0.05760
"Illinois Municipal",2015,39486572.000,0.07500,0.00200
"Illinois Municipal",2016,41358700.000,0.07500,0.07770
"Illinois Municipal",2017,42179500.000,0.07500,0.15730
"Illinois Municipal",2018,45354100.000,0.07250,-0.04410
"Illinois Municipal",2019,47357900.000,0.07250,0.19570
"Illinois Municipal",2020,48922900.000,0.07250,0.14790
"Illinois Teachers",2001,39166696.000,0.08500,-0.04200
"Illinois Teachers",2002,43047672.000,0.08500,-0.03200
"Illinois Teachers",2003,46933432.000,0.08500,0.04900
"Illinois Teachers",2004,50947452.000,0.08500,0.16500
"Illinois Teachers",2005,56075028.000,0.08500,0.10800
"Illinois Teachers",2006,58996912.000,0.08500,0.11800
"Illinois Teachers",2007,65648396.000,0.08500,0.19200
"Illinois Teachers",2008,68632368.000,0.08500,-0.05000
"Illinois Teachers",2009,73027200.000,0.08500,-0.22700
"Illinois Teachers",2010,77293200.000,0.08500,0.12900
"Illinois Teachers",2011,81299744.000,0.08500,0.23600
"Illinois Teachers",2012,90024944.000,0.08000,0.00800
"Illinois Teachers",2013,93886992.000,0.08000,0.12800
"Illinois Teachers",2014,103740376.000,0.07500,0.17400
"Illinois Teachers",2015,108121824.000,0.07500,0.04000
"Illinois Teachers",2016,118629888.000,0.07000,0.00010
"Illinois Teachers",2017,122904032.000,0.07000,0.12600
"Illinois Teachers",2018,127019328.000,0.07000,0.08500
"Illinois Teachers",2019,131456968.000,0.07000,0.05200
"Illinois Teachers",2020,135598544.000,0.07000,0.00600
"Austin ERS",2001,1360300.000,0.08000,-0.06100
"Austin ERS",2002,1440200.000,0.07750,-0.09500
"Austin ERS",2003,1551800.000,0.07750,0.24000
"Austin ERS",2004,1678200.000,0.07750,0.11800
"Austin ERS",2005,1794200.000,0.07750,0.08800
"Austin ERS",2006,1974000.000,0.07750,0.12500
"Austin ERS",2007,2112800.000,0.07750,0.07300
"Austin ERS",2008,2246900.000,0.07750,-0.26000
"Austin ERS",2009,2330900.000,0.07750,0.25600
"Austin ERS",2010,2460700.000,0.07750,0.15500
"Austin ERS",2011,2723800.000,0.07750,-0.01300
"Austin ERS",2012,2968400.000,0.07750,0.13300
"Austin ERS",2013,2909900.000,0.07750,0.15500
"Austin ERS",2014,3094055.800,0.07750,0.04700
"Austin ERS",2015,3391796.000,0.07500,-0.02000
"Austin ERS",2016,3591400.000,0.07500,0.08100
"Austin ERS",2017,3797823.300,0.07500,0.16600
"Austin ERS",2018,3989600.000,0.07500,-0.05900
"Austin ERS",2019,4487900.000,0.07000,0.20700
"Austin ERS",2020,4701200.000,0.07000,0.10800
"DC Teachers",2001,,0.07250,-0.11700
"DC Teachers",2002,,0.07250,-0.07900
"DC Teachers",2003,,0.07250,0.16300
"DC Teachers",2004,,0.07250,0.11900
"DC Teachers",2005,,0.07250,0.13900
"DC Teachers",2006,1106000.000,0.07250,0.10400
"DC Teachers",2007,1251300.000,0.07500,0.16800
"DC Teachers",2008,1338000.000,0.07000,-0.16900
"DC Teachers",2009,1304500.000,0.07000,-0.02200
"DC Teachers",2010,1328299.000,0.07000,0.10300
"DC Teachers",2011,1544864.000,0.07000,0.02900
"DC Teachers",2012,1680548.000,0.06500,0.14500
"DC Teachers",2013,1759043.000,0.06500,0.11300
"DC Teachers",2014,1849230.000,0.06500,0.08400
"DC Teachers",2015,1953305.000,0.06500,-0.03900
"DC Teachers",2016,2029640.000,0.06500,0.09400
"DC Teachers",2017,2142491.000,0.06500,0.13100
"DC Teachers",2018,2301314.000,0.06500,0.05400
"DC Teachers",2019,2494291.000,0.06500,0.03900
"DC Teachers",2020,2640803.000,0.06500,0.05400
"Denver Employees",2001,1466105.100,0.07750,-0.05170
"Denver Employees",2002,1478360.000,0.08000,-0.07880
"Denver Employees",2003,1604530.000,0.08000,0.20060
"Denver Employees",2004,1665540.000,0.08000,0.11880
"Denver Employees",2005,1782500.000,0.08000,0.09980
"Denver Employees",2006,1862770.000,0.08000,0.14330
"Denver Employees",2007,1985650.000,0.08000,0.11200
"Denver Employees",2008,2095890.000,0.08000,-0.25310
"Denver Employees",2009,2176240.000,0.08000,0.13680
"Denver Employees",2010,2284760.000,0.08000,0.14360
"Denver Employees",2011,2386530.000,0.08000,-0.00430
"Denver Employees",2012,2593190.000,0.08000,0.13090
"Denver Employees",2013,2699000.000,0.08000,0.18210
"Denver Employees",2014,2893670.000,0.08000,0.05330
"Denver Employees",2015,3003590.000,0.07750,-0.01880
"Denver Employees",2016,3108320.000,0.07750,0.07750
"Denver Employees",2017,3358220.000,0.07500,0.15020
"Denver Employees",2018,3623670.000,0.07500,-0.02400
"Denver Employees",2019,3727787.000,0.07500,0.12600
"Denver Employees",2020,3947667.000,0.07250,0.05700
"Houston Firefighters",2001,1650800.000,0.08500,-0.01100
"Houston Firefighters",2002,1970100.000,0.08500,-0.02400
"Houston Firefighters",2003,2118450.000,0.08500,0.06480
"Houston Firefighters",2004,2266800.000,0.08500,0.18410
"Houston Firefighters",2005,2461100.000,0.08500,0.19100
"Houston Firefighters",2006,2670900.000,0.08500,0.14500
"Houston Firefighters",2007,2892292.000,0.08500,0.17000
"Houston Firefighters",2008,3080487.000,0.08500,0.04000
"Houston Firefighters",2009,3209670.000,0.08500,-0.20000
"Houston Firefighters",2010,3337473.000,0.08500,0.17300
"Houston Firefighters",2011,3558210.000,0.08500,0.20600
"Houston Firefighters",2012,3752907.000,0.08500,0.02100
"Houston Firefighters",2013,3963082.000,0.08500,0.11500
"Houston Firefighters",2014,4180044.500,0.08500,0.17800
"Houston Firefighters",2015,4397007.000,0.08500,0.01530
"Houston Firefighters",2016,5073523.000,0.07250,-0.01000
"Houston Firefighters",2017,4827721.000,0.07250,0.12000
"Houston Firefighters",2018,4948133.000,0.07250,0.08300
"Houston Firefighters",2019,5057759.000,0.07000,0.05700
"Houston Firefighters",2020,4932307.000,0.07000,0.02100
"Chicago Teachers",2001,10392705.000,0.08000,-0.01470
"Chicago Teachers",2002,11025482.000,0.08000,-0.03280
"Chicago Teachers",2003,11411528.000,0.08000,0.04000
"Chicago Teachers",2004,12105681.000,0.08000,0.15000
"Chicago Teachers",2005,13295876.000,0.08000,0.10800
"Chicago Teachers",2006,14035627.000,0.08000,0.10700
"Chicago Teachers",2007,14677184.000,0.08000,0.17700
"Chicago Teachers",2008,15203741.000,0.08000,-0.05300
"Chicago Teachers",2009,15683242.000,0.08000,-0.22400
"Chicago Teachers",2010,16319744.000,0.08000,0.13400
"Chicago Teachers",2011,16940626.000,0.08000,0.24800
"Chicago Teachers",2012,17375660.000,0.08000,0.00600
"Chicago Teachers",2013,19044534.000,0.07750,0.13300
"Chicago Teachers",2014,19503894.000,0.07750,0.18400
"Chicago Teachers",2015,19951290.000,0.07750,0.03500
"Chicago Teachers",2016,20246140.000,0.07750,0.00500
"Chicago Teachers",2017,21822010.000,0.07750,0.13600
"Chicago Teachers",2018,22922992.000,0.07000,0.09000
"Chicago Teachers",2019,23252164.000,0.07000,0.05500
"Chicago Teachers",2020,24073482.000,0.06750,0.04500
"Denver Schools",2001,2550556.000,0.08750,0.00170
"Denver Schools",2002,2712293.000,0.08750,-0.05150
"Denver Schools",2003,2793788.000,0.08750,0.23080
"Denver Schools",2004,2960990.000,0.08500,0.12710
"Denver Schools",2005,3065855.000,0.08500,0.10640
"Denver Schools",2006,3233713.000,0.08500,0.12610
"Denver Schools",2007,3383258.000,0.08500,0.10070
"Denver Schools",2008,3493011.000,0.08500,-0.24310
"Denver Schools",2009,3304766.000,0.08000,0.19930
"Denver Schools",2010,3332814.000,0.08000,0.14000
"Denver Schools",2011,3442527.000,0.08000,0.01900
"Denver Schools",2012,3495549.000,0.08000,0.12900
"Denver Schools",2013,3785872.000,0.07500,0.15600
"Denver Schools",2014,3816092.800,0.07500,0.05700
"Denver Schools",2015,3905240.000,0.07500,0.01500
"Denver Schools",2016,4246430.000,0.07250,0.07300
"Denver Schools",2017,4088526.000,0.07250,0.18100
"Denver Schools",2018,4248602.000,0.07250,-0.03500
"Denver Schools",2019,4263384.500,0.07250,0.20300
"Denver Schools",2020,4532545.500,0.07250,0.17400
"Duluth Teachers",2001,254255.000,0.08500,-0.08200
"Duluth Teachers",2002,279428.000,0.08500,-0.08300
"Duluth Teachers",2003,291109.000,0.08500,0.03700
"Duluth Teachers",2004,301704.000,0.08500,0.17900
"Duluth Teachers",2005,310924.000,0.08500,0.08700
"Duluth Teachers",2006,322229.000,0.08500,0.11000
"Duluth Teachers",2007,332216.970,0.08500,0.19200
"Duluth Teachers",2008,363044.280,0.08500,-0.10600
"Duluth Teachers",2009,364811.440,0.08500,-0.26900
"Duluth Teachers",2010,312649.560,0.08500,0.17000
"Duluth Teachers",2011,321065.000,0.08500,0.21700
"Duluth Teachers",2012,326243.880,0.08000,-0.00200
"Duluth Teachers",2013,352143.410,0.08000,0.16700
"Duluth Teachers",2014,356482.590,0.08000,0.18300
"Duluth Teachers",2015,,,
"Duluth Teachers",2016,,,
"Duluth Teachers",2017,,,
"Duluth Teachers",2018,,,
"Duluth Teachers",2019,,,
"Duluth Teachers",2020,,,
"Fairfax County Schools",2001,1552558.000,0.07500,-0.00300
"Fairfax County Schools",2002,1693956.000,0.07500,-0.04400
"Fairfax County Schools",2003,1772418.000,0.07500,0.03100
"Fairfax County Schools",2004,1854000.000,0.07500,0.18000
"Fairfax County Schools",2005,1935582.000,0.07500,0.11700
"Fairfax County Schools",2006,2022962.000,0.07500,0.10900
"Fairfax County Schools",2007,2105552.000,0.07500,0.17700
"Fairfax County Schools",2008,2186801.000,0.07500,-0.04400
"Fairfax County Schools",2009,2255298.000,0.07500,-0.19200
"Fairfax County Schools",2010,2339869.000,0.07500,0.17100
"Fairfax County Schools",2011,2384061.000,0.07500,0.22100
"Fairfax County Schools",2012,2470964.000,0.07500,0.00400
"Fairfax County Schools",2013,2566128.000,0.07500,0.11200
"Fairfax County Schools",2014,2645500.000,0.07500,0.16200
"Fairfax County Schools",2015,2733845.000,0.07500,0.02000
"Fairfax County Schools",2016,2880703.000,0.07500,-0.00300
"Fairfax County Schools",2017,3032503.000,0.07250,0.12300
"Fairfax County Schools",2018,3167941.000,0.07250,0.08100
"Fairfax County Schools",2019,3334114.000,0.07250,0.04700
"Fairfax County Schools",2020,3468150.000,0.07250,0.04700
"Louisiana SERS",2001,8652591.000,0.08250,-0.06100
"Louisiana SERS",2002,9206734.000,0.08250,-0.05700
"Louisiana SERS",2003,9796306.000,0.08250,0.04200
"Louisiana SERS",2004,10237574.000,0.08250,0.18000
"Louisiana SERS",2005,10847062.000,0.08250,0.10200
"Louisiana SERS",2006,11548680.000,0.08250,0.11900
"Louisiana SERS",2007,12421907.000,0.08250,0.19200
"Louisiana SERS",2008,13562214.000,0.08250,-0.03800
"Louisiana SERS",2009,13986847.000,0.08250,-0.19100
"Louisiana SERS",2010,14764015.000,0.08250,0.16100
"Louisiana SERS",2011,15221055.000,0.08250,0.24300
"Louisiana SERS",2012,16157898.000,0.08250,0.00200
"Louisiana SERS",2013,16182195.000,0.08000,0.12600
"Louisiana SERS",2014,17877744.000,0.07750,0.18800
